cohortGo,feature,e_nr,ne_nr,e_r,ne_r,events,no_events,responders,non_responders,total_patients,direction,fisher_pval,or,ci_low,ci_high,group,ct,no_dcb,dcb,type,p_bh,p_by,mechanism
Pan-Cancer ## Multikinase inhibitor,drivers_pathway_perplexity_total_gt75_or_rna_geneset_KEGG_PROPANOATE_METABOLISM_lt25,31,50,3,46,34,96,49,81,130,Non-Response,2.7600966211415e-05,0.106749500801218,0.0195675849372008,0.377607875245803,mechanism,130,81,49,combination,0.00250858686643022,0.0315486279108153,Multikinase inhibitor
Skin Melanoma ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt50_or_rna_geneset_HALLMARK_FATTY_ACID_METABOLISM_gt50,35,16,13,36,48,52,49,51,100,Non-Response,2.77685031466806e-05,0.168498714774939,0.0630823427181151,0.425441933445799,mechanism,100,51,49,combination,0.00251958876933257,0.0316869906462749,Anti-PD-1
Pan-Cancer ## Anti-PD-1,hotspot_ACVR2A_pos10_14868368_or_rna_geneset_APM_lt75,131,60,52,66,183,126,118,191,309,Non-Response,2.79109097618124e-05,0.362148211594197,0.218308559016539,0.59641417729993,mechanism,309,191,118,combination,0.00252827749607308,0.0317962622886577,Anti-PD-1
Pan-Cancer ## Anti-PD-1,hotspot_ACVR2A_pos30_4956123_or_rna_geneset_APM_lt75,131,60,52,66,183,126,118,191,309,Non-Response,2.79109097618124e-05,0.362148211594197,0.218308559016539,0.59641417729993,mechanism,309,191,118,combination,0.00252827749607308,0.0317962622886577,Anti-PD-1
Prostate ## Anti-AR,rna_geneset_HALLMARK_WNT_BETA_CATENIN_SIGNALING_gt50_or_rna_geneset_KEGG_ASTHMA_gt50,32,26,1,20,33,46,21,58,79,Non-Response,2.80066870634808e-05,0.0419685175306367,0.000956333095143202,0.296961281065975,mechanism,79,58,21,combination,0.00252990627952658,0.0318167462845718,Anti-AR
Prostate ## Anti-AR,rna_geneset_HALLMARK_WNT_BETA_CATENIN_SIGNALING_gt50_or_signature_log_SBS1_lt25,32,26,1,20,33,46,21,58,79,Non-Response,2.80066870634808e-05,0.0419685175306367,0.000956333095143202,0.296961281065975,mechanism,79,58,21,combination,0.00252990627952658,0.0318167462845718,Anti-AR
Prostate ## Anti-AR,rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25_or_signature_log_SBS1_lt25,36,22,2,19,38,41,21,58,79,Non-Response,2.85770692233545e-05,0.0665593043655519,0.00687606438014377,0.317660363140033,mechanism,79,58,21,combination,0.00256420832808702,0.0322481375914042,Anti-AR
Pan-Cancer ## Anti-PD-1,neo_ct_lt75_and_rna_geneset_KEGG_AXON_GUIDANCE_gt75,30,158,2,114,32,272,116,188,304,Non-Response,2.89057474147219e-05,0.0928554345693046,0.0105435125448496,0.378697523167928,mechanism,304,188,116,combination,0.00258669054382991,0.0325308796676603,Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,cn_simple_chr17_p_lt75_and_rna_geneset_KEGG_HUNTINGTONS_DISEASE_lt50,41,40,7,42,48,82,49,81,130,Non-Response,2.90196680396887e-05,0.164867690941698,0.0557805216288416,0.427546734691269,mechanism,130,81,49,combination,0.0025914525479707,0.0325907678456452,Multikinase inhibitor
Skin Melanoma ## Anti-PD-1,rna_geneset_APM_lt50_or_rna_geneset_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC_gt50,29,22,8,41,37,63,49,51,100,Non-Response,2.97702150883414e-05,0.151177210160672,0.050592682158078,0.409454086884593,mechanism,100,51,49,combination,0.00263791685718481,0.0331751148428114,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_HALLMARK_KRAS_SIGNALING_DN_gt25_and_rna_geneset_KEGG_AXON_GUIDANCE_gt75,48,143,8,110,56,253,118,191,309,Non-Response,3.0045639445641e-05,0.217610201983462,0.0853301824292694,0.488860505450118,mechanism,309,191,118,combination,0.00265653120314428,0.0334092136026898,Anti-PD-1
Prostate ## Anti-AR,rna_geneset_KEGG_ASTHMA_gt50_or_rna_geneset_KEGG_COMPLEMENT_AND_COAGULATION_CASCADES_gt25,27,31,0,21,27,52,21,58,79,Non-Response,3.06423025778695e-05,0,0,0.252624623525716,mechanism,79,58,21,combination,0.00270000176169269,0.0339559104283296,Anti-AR
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,drivers_pathway_MYC_eq0_or_rna_geneset_HALLMARK_ADIPOGENESIS_lt50,95,3,49,17,144,20,66,98,164,Non-Response,3.11832197925076e-05,0.0923572999588298,0.0165437072299531,0.341183846027782,mechanism,164,98,66,combination,0.00272808492642067,0.0343090914667928,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,drivers_pathway_MYC_eq0_or_rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50,95,3,49,17,144,20,66,98,164,Non-Response,3.11832197925076e-05,0.0923572999588298,0.0165437072299531,0.341183846027782,mechanism,164,98,66,combination,0.00272808492642067,0.0343090914667928,Platinum/Pyrimidine (ant)agonist
Prostate ## Anti-AR,purity_svTMB_gt75_or_rna_geneset_KEGG_COMPLEMENT_AND_COAGULATION_CASCADES_gt25,39,19,3,18,42,37,21,58,79,Non-Response,3.19927620998439e-05,0.0840374446649822,0.0141349581297663,0.337462497686714,mechanism,79,58,21,combination,0.00279374819114416,0.0351348894225633,Anti-AR
Skin Melanoma ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_18_lt25_or_rna_geneset_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC_gt50,23,28,4,45,27,73,49,51,100,Non-Response,3.24455486712289e-05,0.110684192267961,0.0251679414594162,0.370468967603859,mechanism,100,51,49,combination,0.00282569969086474,0.0355367196279936,Anti-PD-1
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50_or_rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50,74,24,28,38,102,62,66,98,164,Non-Response,3.26912212828387e-05,0.241296083423264,0.115539437540331,0.492500901161894,mechanism,164,98,66,combination,0.00284100865748103,0.0357292490946584,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,clin_pretreatment_contains_Platinum_and_rna_geneset_battle_tgfb_caf_Lrrc15_Fibroblasts_gt25,26,38,1,32,27,70,33,64,97,Non-Response,3.35008195068768e-05,0.0467218256964446,0.00108588338771398,0.317101270676115,mechanism,97,64,33,combination,0.00290360674316586,0.036516498577476,Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,clin_pretreatment_contains_Platinum_and_rna_geneset_gene_set_tgfb_caf_Lrrc15_Fibroblasts_gt25,26,38,1,32,27,70,33,64,97,Non-Response,3.35008195068768e-05,0.0467218256964446,0.00108588338771398,0.317101270676115,mechanism,97,64,33,combination,0.00290360674316586,0.036516498577476,Pyrimidine (ant)agonist
Skin Melanoma ## Anti-PD-1,rna_geneset_HALLMARK_FATTY_ACID_METABOLISM_gt50_or_rna_geneset_HALLMARK_INTERFERON_ALPHA_RESPONSE_lt50,41,10,19,30,60,40,49,51,100,Non-Response,3.37804191217674e-05,0.15779773039118,0.0563061321623007,0.411275381981272,mechanism,100,51,49,combination,0.00292316582669566,0.0367624785978673,Anti-PD-1
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt25_or_rna_geneset_KEGG_RIBOSOME_lt25,49,49,12,54,61,103,66,98,164,Non-Response,3.39007606646205e-05,0.22428945881753,0.0968267927640256,0.488468105206898,mechanism,164,98,66,combination,0.00292927051658344,0.0368392527340784,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr18_p_gt25_or_cn_simple_chr22_q_gt50,61,12,18,22,79,34,40,73,113,Non-Response,3.39230272372761e-05,0.164098506156197,0.0606986622930846,0.421402419409274,mechanism,113,73,40,combination,0.00292927051658344,0.0368392527340784,Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75_and_rna_geneset_KEGG_HEDGEHOG_SIGNALING_PATHWAY_gt75,45,146,7,111,52,257,118,191,309,Non-Response,3.43573019344434e-05,0.205502527832632,0.0752680240982347,0.482273378879122,mechanism,309,191,118,combination,0.00295578231742679,0.037172671899763,Anti-PD-1
Skin Melanoma ## Anti-PD-1,driver_B2M_or_purity_tmbPerMb_lt75,31,28,9,48,40,76,57,59,116,Non-Response,3.48073865940909e-05,0.172166765366361,0.0625191223760669,0.435708380231803,mechanism,116,59,57,combination,0.00298975776303539,0.0375999557646168,Anti-PD-1
Skin Melanoma ## Anti-PD-1,drivers_pathway_IMMUNE_EVASION_gt0_or_purity_tmbPerMb_lt75,31,28,9,48,40,76,57,59,116,Non-Response,3.48073865940909e-05,0.172166765366361,0.0625191223760669,0.435708380231803,mechanism,116,59,57,combination,0.00298975776303539,0.0375999557646168,Anti-PD-1
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,drivers_pathway_MYC_eq0_and_rna_geneset_KEGG_RIBOSOME_lt25,32,66,4,62,36,128,66,98,164,Non-Response,3.5634748526967e-05,0.134488820773777,0.032660650029805,0.410683404545771,mechanism,164,98,66,combination,0.00304794257811035,0.038331702831232,Platinum/Pyrimidine (ant)agonist
Lung NSCLC ## Anti-PD-1,cn_simple_chr3_p_lt75_and_neo_ct_lt75,22,22,0,21,22,43,21,44,65,Non-Response,3.56826654516781e-05,0,0,0.229357000224767,mechanism,65,44,21,combination,0.00304883344041616,0.0383429065426848,Anti-PD-1
Skin Melanoma ## Anti-PD-1,driver_B2M_or_rna_geneset_APM_lt50,26,25,6,43,32,68,49,51,100,Non-Response,3.585549567895e-05,0.137077735735409,0.0404239288523692,0.39991776856487,mechanism,100,51,49,combination,0.0030619915369779,0.0385083861192527,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,rna_geneset_KEGG_RIBOSOME_gt50_or_rna_geneset_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_lt25,44,20,8,25,52,45,33,64,97,Non-Response,3.81099777579246e-05,0.148755790243628,0.0488609498057029,0.41159839500605,mechanism,97,64,33,combination,0.00321901618882235,0.0404831681689234,Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION_lt75_and_signature_log_DBS_denovo_5_eq0,85,13,38,28,123,41,66,98,164,Non-Response,3.82855224791683e-05,0.209800256070969,0.0891642854346597,0.471401850320697,mechanism,164,98,66,combination,0.00323048748524536,0.0406274341169546,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_KEGG_AXON_GUIDANCE_gt75,36,155,4,114,40,269,118,191,309,Non-Response,3.95514391629723e-05,0.151781042142309,0.0381652782577305,0.44093308214318,mechanism,309,191,118,combination,0.00330580366352736,0.0415746295743177,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_APM_lt75_and_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,36,155,4,114,40,269,118,191,309,Non-Response,3.95514391629723e-05,0.151781042142309,0.0381652782577305,0.44093308214318,mechanism,309,191,118,combination,0.00330580366352736,0.0415746295743177,Anti-PD-1
Kidney ## Multikinase inhibitor,rna_geneset_KEGG_HISTIDINE_METABOLISM_lt75_and_rna_geneset_KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY_gt75,15,10,1,22,16,32,23,25,48,Non-Response,3.97931149430648e-05,0.032755427465446,0.000695568222812231,0.265617678537732,mechanism,48,25,23,combination,0.00332149943712138,0.0417720236241378,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75_or_rna_geneset_KEGG_RIBOSOME_lt25,72,26,27,39,99,65,66,98,164,Non-Response,4.1309672828362e-05,0.252332914414701,0.121766577304487,0.511599327695984,mechanism,164,98,66,combination,0.00343047506769459,0.0431425289338435,Platinum/Pyrimidine (ant)agonist
Bladder Urothelial ## Anti-PD-1,clin_hasRadiotherapyPreTreatment_or_rna_geneset_HALLMARK_ANGIOGENESIS_gt75,21,13,1,18,22,31,19,34,53,Non-Response,4.22284101023431e-05,0.0365752125272126,0.000794663610946843,0.283852279142485,mechanism,53,34,19,combination,0.00349962029858348,0.0440121169837184,Anti-PD-1
Bladder Urothelial ## Anti-PD-1,clin_hasRadiotherapyPreTreatment_or_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,21,13,1,18,22,31,19,34,53,Non-Response,4.22284101023431e-05,0.0365752125272126,0.000794663610946843,0.283852279142485,mechanism,53,34,19,combination,0.00349962029858348,0.0440121169837184,Anti-PD-1
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr11_q_gt75_or_cn_simple_chr3_p_gt50,12,9,1,26,13,35,27,21,48,Non-Response,4.21897779599494e-05,0.031399575461164,0.000656968591492052,0.262863862434326,mechanism,48,21,27,combination,0.00349962029858348,0.0440121169837184,Alkaloid/Platinum
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_AXON_GUIDANCE_gt75,50,141,9,109,59,250,118,191,309,Non-Response,4.33032332120018e-05,0.233777718869513,0.0967521613434925,0.507219185758871,mechanism,409,247,162,univariate,0.00357898193247569,0.0450101891220864,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tml_lt75_or_rna_geneset_vhio_tcell_lt75,154,37,69,49,223,86,118,191,309,Non-Response,4.33401113485076e-05,0.339627384680771,0.196040231914542,0.583404261930086,mechanism,309,191,118,combination,0.00357898193247569,0.0450101891220864,Anti-PD-1
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25_and_rna_geneset_KEGG_CHRONIC_MYELOID_LEUKEMIA_lt50,48,19,12,28,60,47,40,67,107,Non-Response,4.34919700214578e-05,0.172882074320465,0.0652232217682442,0.433314154703868,mechanism,107,67,40,combination,0.00358787790032927,0.0451220670815364,Taxane
Breast ER+/HER- ## Pyrimidine (ant)agonist,cn_simple_chr11_q_gt50_or_cn_simple_chr16_q_gt50,21,4,6,19,27,23,25,25,50,Non-Response,4.38040641370287e-05,0.0648811565976518,0.0112837259229885,0.289281832688724,mechanism,50,25,25,combination,0.00359175654087376,0.0451708458537508,Pyrimidine (ant)agonist
Breast ER+/HER- ## Pyrimidine (ant)agonist,cn_simple_chr20_q_gt25_and_cn_simple_chr22_q_gt25,21,4,6,19,27,23,25,25,50,Non-Response,4.38040641370287e-05,0.0648811565976518,0.0112837259229885,0.289281832688724,mechanism,50,25,25,combination,0.00359175654087376,0.0451708458537508,Pyrimidine (ant)agonist
Kidney ## Multikinase inhibitor,rna_geneset_KEGG_HISTIDINE_METABOLISM_lt75_and_rna_geneset_KEGG_PROPANOATE_METABOLISM_lt75,18,7,3,20,21,27,23,25,48,Non-Response,4.3804064137029e-05,0.0629865995713412,0.00904559770146725,0.304050950533491,mechanism,48,25,23,combination,0.00359175654087376,0.0451708458537508,Multikinase inhibitor
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr2_q_gt50_or_cn_simple_chr3_p_gt25,18,3,7,20,25,23,27,21,48,Non-Response,4.38040641370291e-05,0.0629865995713412,0.00904559770146727,0.304050950533491,mechanism,48,21,27,combination,0.00359175654087376,0.0451708458537508,Alkaloid/Platinum
Pan-Cancer ## Multikinase inhibitor,rna_geneset_KEGG_ERBB_SIGNALING_PATHWAY_gt75_or_rna_geneset_KEGG_PROPANOATE_METABOLISM_lt25,33,48,4,45,37,93,49,81,130,Non-Response,4.48135368558705e-05,0.131102902205815,0.03128587863774,0.410972051473891,mechanism,130,81,49,combination,0.00364876888617468,0.0458878476416065,Multikinase inhibitor
Pan-Cancer ## Anti-PD-1,hotspot_ACVR2A_pos10_14868368_or_neo_ct_lt75,124,96,45,88,169,184,133,220,353,Non-Response,4.54355747499671e-05,0.396958760891788,0.246446797845815,0.633557702063012,mechanism,353,220,133,combination,0.00369202078120697,0.0464317944991268,Anti-PD-1
Pan-Cancer ## Anti-PD-1,hotspot_ACVR2A_pos30_4956123_or_neo_ct_lt75,124,96,45,88,169,184,133,220,353,Non-Response,4.54355747499671e-05,0.396958760891788,0.246446797845815,0.633557702063012,mechanism,353,220,133,combination,0.00369202078120697,0.0464317944991268,Anti-PD-1
Prostate ## Anti-AR,purity_svTMB_gt75_or_rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,44,14,5,16,49,30,21,58,79,Non-Response,4.60959088681281e-05,0.103077371749316,0.0247938460302418,0.35958488618431,mechanism,79,58,21,combination,0.00373448061292471,0.0469657801664938,Anti-AR
Pan-Cancer ## Taxane,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS_gt75,32,35,4,36,36,71,40,67,107,Non-Response,4.67648681269096e-05,0.123798784616618,0.0288050373088163,0.401145037968082,mechanism,107,67,40,combination,0.0037699007135739,0.0474112323814036,Taxane
Pan-Cancer ## Taxane,rna_geneset_gene_set_impres_lt75_and_rna_geneset_KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS_gt75,32,35,4,36,36,71,40,67,107,Non-Response,4.67648681269096e-05,0.123798784616618,0.0288050373088163,0.401145037968082,mechanism,107,67,40,combination,0.0037699007135739,0.0474112323814036,Taxane
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_AXON_GUIDANCE_gt75_or_rna_geneset_KEGG_BASAL_CELL_CARCINOMA_gt75,64,127,15,103,79,230,118,191,309,Non-Response,4.68283355514839e-05,0.290068480481351,0.144708098241241,0.551632277295112,mechanism,309,191,118,combination,0.00377126978900455,0.0474284502230184,Anti-PD-1
Breast ER+/HER- ## Pyrimidine (ant)agonist,cn_simple_chr11_q_gt50_or_cn_simple_chr21_p_gt75,20,5,5,20,25,25,25,25,50,Non-Response,4.72776788310318e-05,0.0673429274856372,0.0123273306937826,0.294235746960016,mechanism,50,25,25,combination,0.00378641064494511,0.0476188654869713,Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50_and_rna_geneset_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION_lt75,54,44,15,51,69,95,66,98,164,Non-Response,4.73938536213973e-05,0.241825933844851,0.110670987421188,0.506152865751588,mechanism,164,98,66,combination,0.00378641064494511,0.0476188654869713,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50_and_signature_log_SBS_denovo_26_eq0,54,44,15,51,69,95,66,98,164,Non-Response,4.73938536213973e-05,0.241825933844851,0.110670987421188,0.506152865751588,mechanism,164,98,66,combination,0.00378641064494511,0.0476188654869713,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50_and_signature_log_SBS_denovo_26_eq0,54,44,15,51,69,95,66,98,164,Non-Response,4.73938536213973e-05,0.241825933844851,0.110670987421188,0.506152865751588,mechanism,164,98,66,combination,0.00378641064494511,0.0476188654869713,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50_and_signature_log_SBS20_eq0,54,44,15,51,69,95,66,98,164,Non-Response,4.73938536213973e-05,0.241825933844851,0.110670987421188,0.506152865751588,mechanism,164,98,66,combination,0.00378641064494511,0.0476188654869713,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Multikinase inhibitor,drivers_total_gt50_or_rna_geneset_KEGG_PARKINSONS_DISEASE_lt75,65,16,22,27,87,43,49,81,130,Non-Response,4.81265875060326e-05,0.203430402933879,0.0847352042586062,0.47136545039144,mechanism,130,81,49,combination,0.00382094085708295,0.0480531262371157,Multikinase inhibitor
Pan-Cancer ## Taxane,rna_geneset_gene_set_impres_lt75_and_rna_geneset_KEGG_CITRATE_CYCLE_TCA_CYCLE_gt50,43,24,9,31,52,55,40,67,107,Non-Response,4.86604438119123e-05,0.165083530632773,0.058743088545674,0.426728927840553,mechanism,107,67,40,combination,0.00385579475776283,0.048491457776878,Taxane
Pan-Cancer ## Anti-VEGF ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_IL6_JAK_STAT3_SIGNALING_gt50_or_rna_geneset_KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_gt75,15,0,18,24,33,24,42,15,57,Non-Response,5.00130655145618e-05,0,0,0.251924157908804,mechanism,57,15,42,combination,0.00389111989039763,0.04893571564983,Anti-VEGF/Platinum/Pyrimidine (ant)agonist
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_gene_set_impres_lt75,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_HALLMARK_COMPLEMENT_lt50,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_impres_lt75_and_rna_geneset_gene_set_t_cell_gep_10_lt75,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_impres_lt75_and_rna_geneset_gene_set_t_cell_gep_6_lt75,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_impres_lt75_and_rna_geneset_HALLMARK_COMPLEMENT_lt50,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_and_rna_geneset_HALLMARK_COMPLEMENT_lt50,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_6_lt75_and_rna_geneset_HALLMARK_COMPLEMENT_lt50,12,2,2,15,14,17,17,14,31,Non-Response,5.01352794645877e-05,0.0275288464950799,0.00167604220639693,0.234510076981764,mechanism,31,14,17,combination,0.00389111989039763,0.04893571564983,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt50_or_rna_geneset_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC_gt50,27,24,7,42,34,66,49,51,100,Non-Response,5.04996387155794e-05,0.151235794852179,0.0480230112178226,0.422850416800575,mechanism,100,51,49,combination,0.00391566058935421,0.0492443457357214,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_12_chemokine_lt75,128,63,51,67,179,130,118,191,309,Non-Response,5.14590512580869e-05,0.375908715531501,0.227057769358385,0.617857627261131,mechanism,409,247,162,univariate,0.0039748877987945,0.0499892022195977,Anti-PD-1
Pan-Cancer ## Anti-PD-1,clin_hasSystemicPreTreatment_and_purity_tmbPerMb_lt75,77,170,22,140,99,310,162,247,409,Non-Response,5.17728557695782e-05,0.347786780497574,0.195613004238047,0.598796389582304,mechanism,409,247,162,combination,0.00399343586452651,0.0502224674224397,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,clin_pretreatment_contains_Platinum_or_fusion_total_gt50,62,11,19,21,81,32,40,73,113,Non-Response,5.33743130986961e-05,0.163662456394904,0.0593435079633499,0.426929415120561,mechanism,113,73,40,combination,0.00410916503845729,0.0516779070149956,Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_Immune_Checkpoint_lt75,129,62,52,66,181,128,118,191,309,Non-Response,5.3727165965437e-05,0.379931836892542,0.229495817300219,0.624674824578622,mechanism,409,247,162,univariate,0.00412461271560346,0.0518721809406438,Anti-PD-1
Pan-Cancer ## Anti-EGFR,rna_geneset_KEGG_COLORECTAL_CANCER_lt50_or_rna_geneset_KEGG_VEGF_SIGNALING_PATHWAY_lt75,32,0,9,8,41,8,17,32,49,Non-Response,5.39050606509986e-05,0,0,0.212327637638868,mechanism,49,32,17,combination,0.00413046892164518,0.0519458300806643,Anti-EGFR
Pan-Cancer ## Multikinase inhibitor,clin_age_lt25_or_drivers_pathway_perplexity_total_gt75,43,67,7,57,50,124,64,110,174,Non-Response,5.42009870909825e-05,0.193016388482178,0.0678846932553912,0.47718798154653,mechanism,174,110,64,combination,0.00414923356827663,0.0521818190601076,Multikinase inhibitor
Pan-Cancer ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_EMT2_lt25_or_rna_geneset_gene_set_t_cell_gep_10_lt75,18,1,7,15,25,16,22,19,41,Non-Response,5.90551880603158e-05,0.0288266334170056,0.000591048611124194,0.248946742975493,mechanism,41,19,22,combination,0.0044148301003362,0.0555220287520581,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_EMT2_lt25_or_rna_geneset_gene_set_t_cell_gep_6_lt75,18,1,7,15,25,16,22,19,41,Non-Response,5.90551880603158e-05,0.0288266334170056,0.000591048611124194,0.248946742975493,mechanism,41,19,22,combination,0.0044148301003362,0.0555220287520581,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_EMT2_lt25_or_rna_geneset_gene_set_tim3_lt75,18,1,7,15,25,16,22,19,41,Non-Response,5.90551880603158e-05,0.0288266334170056,0.000591048611124194,0.248946742975493,mechanism,41,19,22,combination,0.0044148301003362,0.0555220287520581,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_or_rna_geneset_gene_set_tim3_lt75,18,1,7,15,25,16,22,19,41,Non-Response,5.90551880603158e-05,0.0288266334170056,0.000591048611124194,0.248946742975493,mechanism,41,19,22,combination,0.0044148301003362,0.0555220287520581,Anti-CTLA-4/Anti-PD-1
